Station Name: MALIN HEAD
Station Height: 20 M 
Latitude:55.372  ,Longitude: -7.339


year:  -  Year
month: -  Month
rain:  -  Precipitation Amount (mm)
meant: -  Mean Air Temperature (C)
maxtp: -  Maximum Air Temperature (C)	  
mintp: -  Minimum  Air Temperature (C)	
mnmax: -  Mean Maximum Temperature (C)
mnmin: -  Mean Minimum Temperature (C)
gmin:  -  Grass Minimum Temperature (C)
wdsp:  -  Mean Wind Speed (knot)
mxgt:  -  Highest Gust (knot)
sun:   -  Sunshine duration (hours)
ind:   -  Indicator

year,month,meant,maxtp,mintp,mnmax,mnmin,rain,gmin,wdsp,maxgt,sun
2006,9,14.8,21.2,7.5,17.9,11.8,122.8,4.7,13.0,71,106.2
2006,10,12.4,18.6,7.0,14.8,10.1,127.3,1.5,15.2,59,94.0
2006,11,8.7,13.7,2.0,10.9,6.4,168.1,-1.0,19.3,69,50.9
2006,12,7.2,13.0,0.0,9.4,5.0,183.0,-1.7,17.5,78,47.7
2007,1,7.4,12.6,0.7,9.5,5.3,165.3,-1.7,21.5,76,35.0
2007,2,6.8,12.4,-2.0,9.0,4.5,68.4,-4.9,15.8,54,72.3
2007,3,7.2,12.5,0.7,10.1,4.4,60.6,-2.4,17.9,67,134.4
2007,4,10.5,18.2,3.1,13.6,7.3,32.6,-1.4,11.4,41,190.1
2007,5,10.7,18.9,4.2,13.4,8.1,101.8,2.4,13.8,55,250.5
2007,6,13.3,20.4,7.9,15.6,11.0,83.3,5.1,11.8,42,201.6
2007,7,13.8,19.0,7.9,16.1,11.6,98.3,5.5,10.2,32,211.6
2007,8,14.2,20.5,9.8,16.2,12.2,92.4,6.6,12.7,45,120.2
2007,9,13.3,18.4,7.0,15.5,11.1,80.4,5.5,13.5,49,107.0
2007,10,12.5,17.9,6.6,14.7,10.3,73.0,2.0,13.0,45,95.7
2007,11,9.8,15.9,4.4,11.7,7.9,101.1,1.6,17.2,54,14.9
2007,12,7.2,14.0,1.5,9.4,4.9,114.4,-4.0,16.5,56,33.4
2008,1,6.5,12.4,-2.4,8.6,4.3,188.8,-5.5,18.4,91,25.8
2008,2,6.9,13.3,-1.8,9.5,4.2,89.0,-5.1,18.7,76,88.5
2008,3,6.5,11.6,0.8,8.8,4.2,140.5,-0.5,20.4,66,106.4
2008,4,8.1,17.0,1.5,10.5,5.7,49.4,-1.1,17.3,60,201.9
2008,5,11.9,20.3,4.5,14.7,9.2,15.1,1.0,13.1,47,264.5
2008,6,12.7,18.7,6.4,15.4,10.1,74.6,4.3,14.5,50,173.0
2008,7,14.7,22.2,8.9,17.0,12.5,126.0,6.2,14.2,48,136.7
2008,8,14.8,19.6,9.8,16.9,12.8,123.2,7.1,12.8,46,102.4
2008,9,13.0,19.4,8.1,15.3,10.8,87.8,5.0,12.3,49,106.9
2008,10,10.0,15.6,2.1,12.4,7.6,146.9,0.6,19.2,64,84.7
2008,11,8.2,13.1,1.5,10.1,6.4,115.6,0.5,17.4,64,37.1
2008,12,6.0,12.7,-0.2,8.4,3.6,85.7,-1.6,15.6,72,45.1
2009,1,5.3,13.1,-1.1,7.8,2.9,98.8,-2.7,16.5,64,55.4
2009,2,6.3,11.3,-1.0,8.2,4.3,40.4,-2.3,14.4,44,55.2
2009,3,7.6,15.9,0.6,10.1,5.0,87.6,-0.6,16.0,67,112.7
2009,4,9.3,17.2,3.1,12.0,6.6,94.7,1.7,12.1,43,158.4
2009,5,10.8,22.2,3.8,13.7,7.8,95.2,2.5,14.8,55,221.4
2009,6,13.4,24.4,4.8,16.1,10.6,47.7,3.7,10.7,42,280.8
2009,7,14.9,21.5,9.8,17.7,12.2,72.2,6.2,10.8,44,194.5
2009,8,14.8,21.0,9.3,17.4,12.1,170.9,6.2,12.3,58,133.3
2009,9,13.2,17.9,6.6,15.5,11.0,71.0,2.0,12.8,50,118.1
2009,10,11.8,16.7,5.5,13.8,9.9,108.6,2.5,12.1,58,71.3
2009,11,8.3,13.4,0.4,10.7,5.9,227.6,-1.6,15.5,63,58.3
2009,12,5.2,10.7,-3.0,7.3,3.1,57.0,-5.2,13.0,58,45.8
2010,1,4.5,10.0,-2.9,6.6,2.5,68.3,-5.2,12.8,61,54.1
2010,2,4.0,8.9,-3.3,6.2,1.8,85.4,-5.3,11.4,47,93.7
2010,3,6.2,13.7,-2.1,8.9,3.4,83.5,-4.9,13.5,59,129.3
2010,4,8.7,17.5,1.2,11.4,5.9,51.9,-1.8,10.7,48,171.9
2010,5,10.3,19.0,3.4,12.7,7.9,50.7,0.5,9.7,38,215.9
2010,6,13.8,22.0,8.3,16.7,11.0,24.8,3.8,8.1,37,185.2
2010,7,14.6,21.6,7.9,16.8,12.5,136.0,5.0,14.3,58,117.8
2010,8,14.0,20.1,7.8,16.2,11.8,64.4,4.3,12.7,45,165.9
2010,9,13.9,22.5,6.1,16.2,11.7,144.1,3.4,15.2,54,116.3
2010,10,10.8,17.6,1.8,13.5,8.2,68.5,-1.7,15.5,56,110.8
2010,11,6.8,13.6,1.1,8.9,4.8,115.6,-0.9,18.2,68,45.4
2010,12,4.0,11.8,-3.5,6.1,1.9,69.2,-6.5,13.1,53,57.6
2011,1,5.1,11.7,-3.6,7.4,2.7,89.6,-6.6,13.7,51, 
2011,2,6.6,13.5,0.2,9.4,3.8,105.5,-4.1,15.3,74, 
2011,3,6.8,15.4,0.4,9.5,4.2,59.0,-3.5,12.2,56, 
2011,4,10.7,20.8,5.5,14.0,7.3,66.2,-0.9,12.5,45, 
2011,5,11.0,18.3,5.9,13.7,8.4,100.4,3.0,19.4,73, 
2011,6,11.6,19.2,4.2,14.5,8.8,84.5,-0.2,11.2,37, 
2011,7,13.7,21.0,7.7,16.4,10.9,49.9,3.5,10.6,41, 
2011,8,13.4,19.4,7.0,16.1,10.7,79.0,3.5,11.2,42, 
2011,9,13.7,23.4,7.5,16.3,11.1,133.0,4.1,17.5,66, 
2011,10,11.4,16.4,4.6,13.6,9.1,177.1,0.3,17.3,57, 
2011,11,9.8,14.9,2.5,12.3,7.3,103.7,-1.5,17.7,56, 
2011,12,6.8,13.5,2.0,9.0,4.6,184.2,0.1,22.3,78, 
2012,1,6.6,11.3,1.5,8.7,4.5,134.7,-0.9,19.6,91, 
2012,2,7.5,12.4,-1.7,9.2,5.8,68.1,-6.9,16.1,51, 
2012,3,9.2,19.9,1.7,12.2,6.3,29.8,-1.1,13.8,50, 
2012,4,7.4,11.4,1.6,10.0,4.8,46.3,-2.5,14.4,46, 
2012,5,10.4,21.2,2.0,13.2,7.6,50.7,-3.1,12.8,51, 
2012,6,11.6,18.7,4.0,14.0,9.2,141.1,0.4,12.5,49, 
2012,7,13.0,19.9,7.1,15.4,10.6,91.4,4.0,11.3,35, 
2012,8,15.2,22.6,8.4,17.9,12.4,87.3,3.6,12.9,48, 
2012,9,12.6,20.7,4.2,15.0,10.2,139.2,1.1,18.0,55, 
2012,10,9.7,14.8,3.0,11.9,7.4,123.5,1.2,13.7,42, 
2012,11,7.3,13.6,1.1,9.5,5.2,87.4,-1.2,15.7,46, 
2012,12,6.1,13.4,-0.5,8.5,3.7,149.3,-4.1,16.4,62, 
2013,1,5.7,12.3,0.3,7.8,3.6,140.9,-2.6,17.2,67, 
2013,2,5.2,12.5,-2.6,7.5,2.8,74.1,-6.8,14.8,61, 
2013,3,4.1,8.9,-1.5,6.0,2.2,61.7,-4.4,18.9,61, 
2013,4,7.0,15.6,-1.0,9.8,4.2,61.6,-3.1,15.9,53, 
2013,5,9.5,18.5,3.6,12.2,6.7,102.5,1.5,14.7,46, 
2013,6,12.6,21.2,7.4,15.5,9.8,85.5,2.0,11.5,41, 
2013,7,15.6,22.6,8.4,18.6,12.6,56.6,5.5,9.4,37, 
2013,8,14.8,21.9,9.6,17.4,12.2,92.6,6.2,13.1,41, 
2013,9,13.4,21.0,6.5,15.8,11.0,69.7,3.3,14.9,54, 
2013,10,12.1,19.3,3.1,14.1,10.0,103.8,0.4,16.3,51, 
2013,11,7.7,12.4,2.1,9.7,5.7,116.0,-0.9,16.7,59, 
2013,12,7.3,15.2,1.3,9.6,5.0,178.6,0.1,21.6,73, 
2014,1,5.6,10.4,0.2,7.6,3.5,162.2,-2.0,16.9,59, 
2014,2,6.0,11.0,0.3,8.2,3.8,189.9,-1.4,19.3,58, 
2014,3,7.2,14.2,-0.8,9.6,4.7,71.6,-4.4,16.9,54, 
2014,4,9.7,17.0,2.4,12.7,6.8,33.4,-2.0,13.9,45, 
2014,5,11.0,16.4,6.9,13.4,8.6,86.8,1.3,12.0,42, 
2014,6,13.3,18.7,5.8,15.7,10.9,48.6,1.1,9.3,31, 
2014,7,15.6,25.6,9.1,18.5,12.8,86.0,1.5,11.3,37, 
2014,8,14.0,19.5,7.6,16.4,11.7,95.3,5.4, ,47, 
2014,9,14.1,20.4,9.4,16.5,11.8,23.0,5.6,10.2,40, 
2014,10,11.5,18.0,4.3,13.9,9.1,131.4,-2.0,16.7,63, 
2014,11,8.6,14.0,2.3,11.1,6.1,134.4,-2.8,13.2,49, 
2014,12,6.6,11.5,0.6,8.7,4.6,150.5,-4.1,19.6,69, 
2015,1,5.6,13.1,-1.0,8.2,2.9,176.0,-3.5,22.1,70, 
2015,2,5.5,12.2,-0.3,7.7,3.3,85.8,-2.5,15.3,67, 
2015,3,6.4,12.3,0.4,9.4,3.5,123.1,-5.7,16.8,65, 
2015,4,7.5,17.6,-0.7,10.6,4.4,64.7,-4.2,12.0,50, 
2015,5,9.3,15.1,2.2,11.7,6.9,137.0,-3.0,16.4,52, 
2015,6,11.7,24.7,5.7,14.3,9.0,56.1,-0.7,13.2,62, 
2015,7,13.4,21.4,8.4,15.8,11.0,132.7,5.6,13.3,57, 
2015,8,13.8,20.7,8.1,16.8,10.8,111.0,2.2,12.1,42, 
2015,9,12.7,19.4,7.9,15.2,10.2,29.7,0.1,13.1,43, 
2015,10,11.1,18.8,4.7,13.9,8.3,71.8,-1.2,12.3,55, 
2015,11,8.7,16.0,1.6,11.3,6.1,222.9,-1.6,18.6,65, 
2015,12,8.1,16.0,0.4,11.0,5.3,272.9,-1.6,19.1,60, 
2016,1,6.5,14.5,-0.1,8.7,4.2,166.3,-5.0,18.3,70, 
2016,2,5.5,12.0,-0.8,7.9,3.1,130.7,-5.7,17.8,70, 
2016,3,7.1,13.4,1.4,9.6,4.6,72.7,-3.0,13.1,57, 
2016,4,7.0,11.8,-0.1,9.4,4.5,52.9,-5.2,15.2,47, 
2016,5,10.5,18.8,3.4,13.4,7.6,65.6,-2.5,12.1,46, 
2016,6,13.3,20.1,7.9,15.8,10.9,72.4,2.4,9.9,30, 
2016,7,14.3,22.9,8.1,17.1,11.6,109.9,4.2,12.4,36, 
2016,8,15.0,23.9,9.1,17.6,12.5,79.9,3.8,13.3,50, 
2016,9,14.0,21.3,6.9,16.8,11.3,94.7,1.3,14.6,51, 
2016,10,11.2,16.1,3.9,13.5,8.8,37.6,0.2,13.7,46, 
2016,11,7.7,14.1,-0.6,9.8,5.6,113.9,-4.3,14.9,51, 
2016,12,7.9,15.1,2.1,10.2,5.6,76.0,-2.3,16.8,63, 
2017,1,6.8,11.6,-0.5,8.9,4.7,56.7,-6.7,16.5,58, 
2017,2,6.4,12.4,-0.5,8.8,4.0,85.1,-3.4,17.6,62, 
2017,3,7.7,16.8,-0.2,10.7,4.7,96.9,-5.5,14.0,51, 
2017,4,8.9,15.7,3.0,11.4,6.4,41.1,0.5,14.4,56, 
2017,5,11.8,25.1,4.6,15.2,8.3,50.9,0.3,11.3,41, 
2017,6,13.5,21.0,7.2,15.7,11.2,77.7,0.6,14.5,41, 
2017,7,14.1,24.7,7.6,16.8,11.4,114.6,4.5,13.0,43, 
2017,8,14.4,20.6,8.6,17.0,11.7,172.5,3.7,13.1,38, 
2017,9,12.7,18.5,6.7,15.5,10.0,88.2,3.3,15.0,46, 
2017,10,11.8,17.1,3.7,13.9,9.7,109.9,2.2,18.0,57, 
2017,11,7.8,13.0,1.8,9.9,5.8,137.5,-0.3,16.9,60, 
2017,12,6.9,12.6,0.3,9.0,4.9,117.0,-2.1,16.9,67, 
2018,1,5.5,11.7,-2.0,7.7,3.4,203.7,-4.8,18.4,58, 
2018,2,4.5,10.4,-2.4,6.9,2.0,74.2,-3.6,17.2,52, 
2018,3,5.1,11.2,-2.4,7.4,2.7,67.2,-3.9,17.8,56, 
2018,4,8.5,20.0,0.3,11.3,5.7,63.4,-2.1,14.3,50, 
2018,5,11.7,20.5,3.8,14.9,8.4,41.5,-1.0,11.7,46, 
2018,6,13.5,25.2,7.4,16.1,10.8,51.1,5.5,9.2,54, 
2018,7,14.9,23.4,7.8,17.8,12.1,60.3,6.1,9.9,43, 
2018,8,14.4,20.8,8.1,16.8,12.0,126.0,6.3,13.3,38, 
2018,9,12.5,19.8,7.1,14.9,10.0,108.5,2.6,16.3,63, 
2018,10,10.4,19.4,1.5,12.9,8.0,105.8,-2.9,16.7,55, 
2018,11,8.5,15.3,2.5,10.7,6.2,100.8,-1.6,17.5,59, 
2018,12,7.8,12.8,1.2,9.6,6.0,97.7,-2.4,15.8,55, 
2019,1,6.4,12.1,-1.8,8.2,4.6,81.5,-5.3,15.3,66, 
2019,2,8.1,14.6,1.4,10.7,5.5,59.7,-1.2,15.9,59, 
2019,3,7.6,14.7,2.1,9.9,5.3,138.8,0.2,18.4,70, 
2019,4,9.3,21.4,1.0,12.1,6.4,49.9,-5.4,15.6,53, 
2019,5,10.0,20.5,3.3,13.0,7.0,79.9,-2.1,10.9,39, 
2019,6,12.4,21.8,5.6,15.0,9.9,67.3,-1.2,12.3,44, 
2019,7,15.4,25.7,9.0,17.9,13.0,85.9,5.2,11.4,36, 
2019,8,15.1,20.5,10.0,17.7,12.6,162.9,8.2,13.6,49, 
2019,9,13.5,21.0,7.4,16.0,11.0,124.5,4.7,13.8,50, 
2019,10,10.2,16.1,3.4,12.3,8.2,82.6,1.6,16.3,46, 
2019,11,7.3,12.5,0.3,9.3,5.4,91.7,-1.5,14.9,55, 
2019,12,7.0,12.6,0.5,9.2,4.8,124.2,-2.1,17.3,61, 
2020,1,7.1,14.3,1.2,9.1,5.1,79.3,-2.1,19.1,62, 
2020,2,5.6,11.2,1.0,8.2,3.0,210.4,-2.0,22.3,70, 
2020,3,6.6,13.0,0.6,9.0,4.1,79.4,-1.5,16.5,63, 
2020,4,8.8,16.3,2.1,11.6,6.0,20.1,-1.9,12.4,46, 
2020,5,11.2,23.2,1.0,14.3,8.0,37.3,-1.0,13.2,63, 
2020,6,12.5,20.2,4.8,14.7,10.2,106.3,3.8,12.1,48, 
2020,7,13.5,19.6,8.1,15.7,11.3,133.8,6.3,13.4,47, 
2020,8,14.5,21.6,7.3,16.8,12.3,123.1,5.4,11.5,58, 
2020,9,13.2,20.8,3.6,15.9,10.5,115.7,1.0,14.2,41, 
2020,10,10.4,14.9,5.2,12.5,8.3,148.4,1.7,17.2,70, 
2020,11,9.1,14.6,1.6,11.1,7.0,130.0,-1.5,15.6,49, 
2020,12,6.4,11.9,0.5,8.5,4.3,144.3,-1.7,17.9,64, 
2021,1,5.1,10.2,-2.4,7.0,3.3,126.9,-5.9,15.2,48, 
2021,2,6.1,13.8,-0.7,8.1,4.0,96.1,-2.6,20.9,59, 
2021,3,7.5,14.7,1.7,9.8,5.2,90.7,-5.2,14.8,51, 
2021,4,7.3,14.3,0.1,10.2,4.3,31.6,-3.4,12.4,46, 
2021,5,9.4,21.5,1.4,12.6,6.2,99.3,-1.0,12.4,57, 
2021,6,13.2,22.3,7.6,15.8,10.5,49.0,3.4,12.2,39, 
2021,7,14.9,23.5,10.4,17.2,12.6,52.0,6.3,7.8,35, 
2021,8,14.4,20.3,9.0,16.7,12.1,69.1,4.9,9.2,39, 
2021,9,14.3,22.8,7.8,16.9,11.7,68.3,5.5,11.2,44, 
2021,10,11.8,18.3,4.9,14.1,9.5,156.2,2.8,14.9,52, 
2021,11,9.6,15.6,3.7,11.4,7.7,95.4,2.5,18.6,70, 
2021,12,7.2,13.1,1.6,9.3,5.2,115.2,-1.2,15.8,64, 
2022,1,7.3,14.9,0.9,9.2,5.3,93.1,-1.6,17.5,58, 
2022,2,6.9,11.8,0.3,9.2,4.5,177.3,-0.9,22.0,72, 
2022,3,7.6,17.2,0.1,10.7,4.4,23.3,-5.2,12.9,54, 
2022,4,8.6,16.0,1.7,11.5,5.8,84.2,-2.4,13.6,50, 
2022,5,11.9,19.4,8.0,14.3,9.4,74.8,2.1,14.3,41, 
2022,6,13.3,18.8,7.7,15.8,10.8,66.4,2.6,13.4,43, 
2022,7,14.6,23.0,8.9,17.0,12.3,66.3,8.5,11.7,40, 
2022,8,14.7,21.1,7.7,17.5,12.0,44.1,5.1,11.0,35, 
2022,9,14.0,20.5,9.6,16.2,11.9,98.2,6.5,13.6,53, 
2022,10,11.9,17.7,6.3,14.1,9.7,162.1,3.6,16.7,50, 
2022,11,9.4,17.0,2.8,11.8,7.0,110.6,0.0,16.2,55, 
2022,12,5.7,14.3,-1.7,7.9,3.5,109.1,-4.5,15.6,55, 
2023,1,6.5,11.8,-1.2,8.6,4.5,109.2,-3.2,17.3,61, 
2023,2,7.8,14.4,-0.8,10.0,5.6,55.6,-3.0,16.4,52, 
2023,3,7.3,15.1,-1.3,10.0,4.5,99.1,-4.4,13.0,51, 
2023,4,9.3,18.7,1.9,12.1,6.5,68.0,-1.2,13.7,49, 
2023,5,11.7,20.1,4.0,14.6,8.8,48.2,1.4,10.7,40, 
2023,6,15.1,25.2,8.2,18.2,12.0,66.8,3.7,10.3,36, 
2023,7,14.9,24.1,10.3,17.3,12.5,192.6,6.9,13.8,41, 
2023,8,15.3,23.1,9.6,17.7,12.9,117.4,8.2,14.4,47, 
2023,9,14.6,26.2,7.5,17.3,11.9,103.3,6.2,13.7,55, 
2023,10,11.7,18.2,3.8,13.8,9.5,114.6,2.4,17.5,57, 
2023,11,8.2,13.3,2.0,10.4,6.0,129.2,1.2,14.9,52, 
2023,12,7.6,12.7,-1.8,9.6,5.6,214.2,-1.2,18.5,62, 
2024,1,6.2,14.2,-0.6,8.5,3.9,111.4,-3.4,16.7,72, 
2024,2,7.2,12.2,1.6,9.4,5.0,111.0,-1.0,16.9,57, 
2024,3,7.3,14.0,1.2,9.9,4.8,86.0,-1.4,17.0,52, 
2024,4,8.7,16.2,2.7,11.4,6.0,86.8,-0.9,15.0,57, 
2024,5,12.1,23.1,8.3,14.4,9.9,42.0,2.7,10.3,39, 
2024,6,12.2,22.9,6.2,14.7,9.8,60.9,2.3,14.4,43, 
2024,7,13.7,21.0,7.7,16.3,11.2,71.8,5.2,11.5,42, 
2024,8,14.5,21.7,9.9,17.2,11.8,181.3,5.0,15.9,47, 
2024,9,12.8,22.8,6.8,15.0,10.5,58.1,3.7,13.6,46, 
2024,10,11.7,17.8,5.2,13.9,9.4,64.3,3.2,15.4,59, 
2024,11,9.4,16.9,1.4,11.3,7.4,86.5,-2.0,14.0,62, 
2024,12,8.1,13.6,0.6,10.2,6.0,105.9,-3.8,18.1,66, 
2025,1,6.2,12.5,-1.5,8.3,4.0,74.4,-4.6,15.7,88, 
2025,2,6.9,13.1,1.7,8.9,4.9,63.2,-3.1,17.6,58, 
2025,3,8.4,16.9,1.1,11.2,5.7,34.9,-3.7,13.6,46, 
2025,4,10.3,23.4,4.3,13.6,7.0,61.2,-2.0,12.6,41, 
2025,5,11.4,17.7,3.9,14.3,8.5,54.0,1.4,10.2,43, 
